,FALSE,Name,Dialogue,senti_scores,compound,sentiment_category,,,
S1E4,FALSE,Todd,"Hey, BoJack, do you realize what this means? I mean, if this thing's a hit, I could finally move out.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,BoJack,"Oh, uh, you're gonna move out?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Todd,"You won't have to yell, ""Hey, Todd, clean up your shit!"" Or, ""Todd, why haven't you cleaned up your shit yet?"" Or, ""Todd, what was the name of that guy from Perfect Strangers? Not Bronson Pinchot, but the other one?""","{'neg': 0.052, 'neu': 0.835, 'pos': 0.114, 'compound': 0.4082}",0.4082,positive,,,
S1E4,FALSE,BoJack,"Good, that's great. That's great and good. So good, so great. Just great, and also good.","{'neg': 0.0, 'neu': 0.222, 'pos': 0.778, 'compound': 0.9818}",0.9818,positive,,,
S1E4,FALSE,Todd,Mm-hmm.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Virgil Van Cleef,"And as you can see, progress has been swift. For tomorrow's investor showcase, we'll have choreography and pyrotechnics for you.","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5574}",0.5574,positive,,,
S1E4,FALSE,BoJack,This is all just happening so fast. I don'tI don't think Todd is ready for this.,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}",0.3612,positive,,,
S1E4,FALSE,Princess Carolyn,Todd's not ready or you're not ready?,"{'neg': 0.458, 'neu': 0.542, 'pos': 0.0, 'compound': -0.4973}",-0.4973,negative,,,
S1E4,FALSE,BoJack,Don't make this about me. I've seen what happens when baby birds get pushed out of the nest too soon.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,BoJack,It's not your fault.,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.3089}",0.3089,positive,,,
S1E4,FALSE,Bird-mother,I thought he was ready. He seemed ready.,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.6124}",0.6124,positive,,,
S1E4,FALSE,BoJack,"It's not, your, fault.","{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.3089}",0.3089,positive,,,
S1E4,FALSE,Princess Carolyn,"You're right. In these heady times, what Todd needs is an agent. Ha! Ha!","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.658}",0.658,positive,,,
S1E4,FALSE,Virgil Van Cleef,I just need you to deliver,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Princess Carolyn,Hoo! Ha!,"{'neg': 0.0, 'neu': 0.251, 'pos': 0.749, 'compound': 0.4559}",0.4559,positive,,,
S1E4,FALSE,Virgil Van Cleef,That third act showstopper,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Princess Carolyn,Ha!,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4003}",0.4003,positive,,,
S1E4,FALSE,Virgil Van Cleef,.. and then we'll be fully fi ced!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Princess Carolyn,Todd can do it! Todd can do anything! Can I get your autograph?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Todd,"Yeah, yeah, yeah.","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6808}",0.6808,positive,,,
S1E4,FALSE,Princess Carolyn,"And another autograph, and initial here, here, here, and here.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Todd,Right here?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Princess Carolyn,And the last four digits of your social.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Todd,Okay. So I think the big third act number Virgil wants might be a big anthem that--,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.296}",0.296,positive,,,
S1E4,FALSE,BoJack,"Whoa, whoa, whoa, buddy, buddy, I'm not gonna let you start on this until we stock up on snacks and Red Bull.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Todd,I do get snacky. You think of everything.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Margo,"'Scuse me, young man. Can you hand me that Ronnie Milsap cassingle in the 10-cent bin?","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",0.4939,positive,,,
S1E4,FALSE,Todd,"Sure thing, lady. Oh, my God. Decapathon VII?! This just came out.","{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.5707}",0.5707,positive,,,
S1E4,FALSE,BoJack,"Todd, put it down.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Todd,Is this really only a dime?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Seller,"If it's in there, that's the price.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,BoJack,"Todd, this is no time for a relapse.","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,,,
S1E4,FALSE,Todd,"Look, okay, I'll buy it now, but I won't play it 'till after I've written the new song.","{'neg': 0.134, 'neu': 0.789, 'pos': 0.076, 'compound': -0.2741}",-0.2741,negative,,,
S1E4,FALSE,BoJack,"Todd, this is a bad idea!","{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.5848}",-0.5848,negative,,,
S1E4,FALSE,Todd,Whoa!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Seller,All sales are final.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Todd,"Okay, let's see here. I wonder if it still smells the same.","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2263}",0.2263,positive,,,
S1E4,FALSE,BoJack,"I assure you, it still smells like cheap plastic and child labor.","{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.5994}",0.5994,positive,,,
S1E4,FALSE,Todd,"Okay, here we go. Song time. Or should I just play one game now, just to get the creative juices flowing?","{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.7351}",0.7351,positive,,,
S1E4,FALSE,BoJack,"We both know that if you play that game tonight, you'll never leave this couch!","{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.4291}",0.4291,positive,,,
S1E4,FALSE,Todd,"Ah, no, you're right, of course. Thank you.","{'neg': 0.206, 'neu': 0.561, 'pos': 0.234, 'compound': 0.0772}",0.0772,positive,,,
S1E4,FALSE,BoJack,Good night.,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive,,,
S1E4,FALSE,Todd,"Come on, Decapathon, come on. Oh, come on, Decapathon. Oh.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Rooster,Wake up! It's the morning!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,BoJack,"Damn it, Todd, the investor showcase is in half an hour. Did you work on the song?","{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative,,,
S1E4,FALSE,Todd,Huh?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,BoJack,"Pull yourself together, man!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Todd,Ugh! Why did the water have to come out of your mouth?,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4753}",-0.4753,negative,,,
S1E4,FALSE,Virgil Van Cleef,"Well, I'm awfully sorry to have wasted your time. I don't think our man is going to show.","{'neg': 0.229, 'neu': 0.67, 'pos': 0.101, 'compound': -0.4005}",-0.4005,negative,,,
S1E4,FALSE,BoJack,Wait!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Virgil Van Cleef,"Good God, what's happened? He looks like he was up all night playing some sort of videographic game. He's in no condition to debut a song.","{'neg': 0.07, 'neu': 0.635, 'pos': 0.295, 'compound': 0.7269}",0.7269,positive,,,
S1E4,FALSE,BoJack,"Give the kid a chance, Van Cleef.","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.25}",0.25,positive,,,
S1E4,FALSE,Todd,"Loam, loam, loam And a uh, little room to, uh, roam And on this planet It's our home In space","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Sponsor,"Rock opera? More like ""schlock flop-era.""","{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.4201}",0.4201,positive,,,
S1E4,FALSE,Todd,Loam,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Virgil Van Cleef,"Enough! Clearly, Van Cleef has shown a rare lapse in taste and judgment. I apologize for wasting your time with this talentless imp.","{'neg': 0.221, 'neu': 0.627, 'pos': 0.151, 'compound': -0.4389}",-0.4389,negative,,,
S1E4,FALSE,BoJack,"Hey, Van Cleef, Todd may not be ready for the high-flying world of rock opera or the larger world outside of my living room couch, but you know what? He's a good friend.","{'neg': 0.04, 'neu': 0.749, 'pos': 0.211, 'compound': 0.8222}",0.8222,positive,,,
S1E4,FALSE,Virgil Van Cleef,I don't see how that's relevant.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,BoJack,"No, of course you don't. Maybe Todd's worse off today, but you're worse off in the long run, because you're gonna die alone and unloved, you pompous, affected asshole!","{'neg': 0.364, 'neu': 0.516, 'pos': 0.12, 'compound': -0.8856}",-0.8856,negative,,,
S1E4,FALSE,Virgil Van Cleef,Mon dieu! Never have I ever!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Todd,"Hey, maybe don't burn the bridge. I could still beg for a second chance.","{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.25}",0.25,positive,,,
S1E4,FALSE,BoJack,"Shut your mouth, Todd. And you shut yours, Van Cleef, or I will buck it shut. Suck a dick, dumb shits!","{'neg': 0.462, 'neu': 0.538, 'pos': 0.0, 'compound': -0.9168}",-0.9168,negative,,,
S1E4,FALSE,BoJack,"Oh, that damn video game.","{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative,,,
S1E4,FALSE,Todd,"No, it's not the video game's fault. I blew it. For a second, I actually convinced myself I was more than just a worthless screw-up. Fool me once, fool me twice, fool me chicken soup with rice.","{'neg': 0.377, 'neu': 0.562, 'pos': 0.061, 'compound': -0.9196}",-0.9196,negative,,,
S1E4,FALSE,BoJack,"I guess there's a reason they don't call it ""the rock opera fun."" They call it ""the rock opera business.""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Todd,Guess I won't be needing this piece of junk anymore.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,BoJack,"Hey, no. Hold on to that. Why don't you just put it in the living room closet?","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,,,
S1E4,FALSE,Todd,Really?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,BoJack,"In fact, from now on, you can keep all your stuff in the living room closet.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Todd,"Thanks, BoJack, for everything.","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,positive,,,
S1E4,FALSE,BoJack,"This, I will get rid of.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Diane,What the..?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Wayne,Don't look at those! Those are private!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Diane,Are these the notes you've been taking on Mr.Peanutbutter? It's gibberish! Have you just been mashing keys this whole time?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Wayne,It's a.. it's a work in progress.,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,positive,,,
S1E4,FALSE,Diane,What's really going on here?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Wayne,"Look, I've been following you two around for the last couple weeks, and I think it's pretty obvious to everyone that you shouldn't be with Mr.Peanutbutter. You should be with me.","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.4939}",0.4939,positive,,,
S1E4,FALSE,Diane,"No, I've dated you. Sure, you're smart and sophisticated and cool, but you're also mean. What's your article on Mr. Peanutbutter called?","{'neg': 0.061, 'neu': 0.653, 'pos': 0.286, 'compound': 0.5927}",0.5927,positive,,,
S1E4,FALSE,Wayne,"The working title is, ""Nine Jokes From the '90s We Haven't Stopped Laughing at.""","{'neg': 0.152, 'neu': 0.636, 'pos': 0.212, 'compound': 0.0098}",0.0098,neutral,,,
S1E4,FALSE,Diane,I knew it!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Wayne,Come on! Like you're not gonna tear BoJack apart in your book.,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.4199}",0.4199,positive,,,
S1E4,FALSE,Diane,"I'm not ""tearing him apart."" I'm writing a nuanced portrait of a complicated man.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Wayne,"Well, then, we might be doing different things.","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,positive,,,
S1E4,FALSE,Diane,Mr.Peanutbutter is nice to me! He's kind and he's generous and he's loyal.,"{'neg': 0.0, 'neu': 0.411, 'pos': 0.589, 'compound': 0.9168}",0.9168,positive,,,
S1E4,FALSE,Wayne,You know what your problem is? You're trying to be a Zelda but you're so obviously a Zoe.,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.2144}",-0.2144,negative,,,
S1E4,FALSE,Diane,Don't label me. You don't know who I am.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Wayne,"You can live your happy Zelda life in this happy Zelda town and pretend you're a happy Zelda, but I know you, and this isn't you.","{'neg': 0.042, 'neu': 0.708, 'pos': 0.25, 'compound': 0.705}",0.705,positive,,,
S1E4,FALSE,Wayne,"People don't change, Diane, not really. Mr.Peanutbutter's a Zelda. He's happy and he's carefree and he's loving, but you and me, we're Zoës.","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6858}",0.6858,positive,,,
S1E4,FALSE,BoJack,"Yeah, I bought this earlier, and I'd like to return it. I don't know where the receipt went.","{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.5719}",0.5719,positive,,,
S1E4,FALSE,Henry,I remember you. You came in yesterday. No problem.,"{'neg': 0.45, 'neu': 0.55, 'pos': 0.0, 'compound': -0.5994}",-0.5994,negative,,,
S1E4,FALSE,Wayne,"We're Zoes, Diane. We're cynical and we're sad and we're mean.","{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.6908}",-0.6908,negative,,,
S1E4,FALSE,BoJack,"Thanks for your help, character actress Margo Martindale.","{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.6808}",0.6808,positive,,,
S1E4,FALSE,Margo,"I don't feel good about what we did here, BoJack.","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative,,,
S1E4,FALSE,BoJack,I don't know what you're talking about. This never happened.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E4,FALSE,Wayne,"There's a darkness inside you, and you can bury it deep in burritos as big as your head, but someday soon, that darkness is gonna come out, and when it does, I want you to call me.","{'neg': 0.107, 'neu': 0.854, 'pos': 0.039, 'compound': -0.3716}",-0.3716,negative,,,
S1E4,FALSE,Mr. Peanutbutter,I like that guy.,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,positive,,,
S1E4,FALSE,Todd,Ah--,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
,,,,,,,,,
,FALSE,S1E5,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,Man,Come on!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,BoJack,"Oh, is it this guy? Never travel without it.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,Man,"Stop holding up the line, idiot!","{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.6996}",-0.6996,negative,,,
S1E5,FALSE,BoJack,It's not his fault. He's just doing his job.,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.3089}",0.3089,positive,,,
S1E5,FALSE,Man,"It's your fault, dummy.","{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative,,,
S1E5,FALSE,TSA agent,"I'm sorry, sir, no liquid over three ounces.","{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative,,,
S1E5,FALSE,BoJack,"This is Pappy Van Winkle, ol' friend. Do you know how old this bourbon is? If this was a person, I would've stopped having sex with it a year ago.","{'neg': 0.063, 'neu': 0.831, 'pos': 0.106, 'compound': 0.3182}",0.3182,positive,,,
S1E5,FALSE,TSA agent,"I'm sorry, sir.","{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.0772}",-0.0772,negative,,,
S1E5,FALSE,BoJack,Do you know who I am?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,ALL,Come on. Dude,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,BoJack,"I'm actually a huge celebrity on my way to New York for an important meeting with a book publisher, who wants to publish a book about me because I am famous.","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.4767}",0.4767,positive,,,
S1E5,FALSE,TSA agent,That's not,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,BoJack,"Fine, you want me to dance? I'll dance. Give me ten seconds, Diane. This guy's being a total fascist. Diane? Diane?","{'neg': 0.171, 'neu': 0.701, 'pos': 0.128, 'compound': -0.466}",-0.466,negative,,,
S1E5,FALSE,Diane,"Over here, BoJack.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,BoJack,How'd you get through so fast?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,Diane,I followed the basic requirements for air travel that have been in place for over a decade.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,BoJack,"Ugh, weird.","{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative,,,
S1E5,FALSE,TSA agent,"Sir, whoever you are, please","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,BoJack,"Really? You've never heard of my TV show? You know very well who I am. And now if you'll excuse me, I'm going to New York.","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.4684}",0.4684,positive,,,
S1E5,FALSE,ALL,"Ah, no. More? Come on!","{'neg': 0.384, 'neu': 0.616, 'pos': 0.0, 'compound': -0.3595}",-0.3595,negative,,,
S1E5,FALSE,BoJack,"Oh, you know what? Could be this.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,TSA agent,"Oh, my God, he's got a gun!","{'neg': 0.306, 'neu': 0.455, 'pos': 0.239, 'compound': -0.1511}",-0.1511,negative,,,
S1E5,FALSE,BoJack,"Relax, it's a lighter. How much lighter fluid can I take on the plane? And before you answer, remember, I'm a celebrity.","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404,positive,,,
S1E5,FALSE,TSA agent,We're gonna need a full body cavity search.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,Pinky Penguin,"Thanks for coming to New York for this. Let's just say, it's better for everyone's kneecaps if I stay out of California for a little bit.","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7003}",0.7003,positive,,,
S1E5,FALSE,BoJack,"Always nice to get a change of scenery, am I right?","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.4215,positive,,,
S1E5,FALSE,Pinky,"I think the New York air's been good for my health. I mean, I did find a lump, but hey, who needs health insurance when you've got BoJack Horseman writing a book, huh? How's it coming along?","{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.3204}",0.3204,positive,,,
S1E5,FALSE,Diane,"It's great. I'm pumping out heartfelt anecdotes and witty observations left and right, and this one is spinning it all into gold.","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.8225}",0.8225,positive,,,
S1E5,FALSE,Ira Glass,"Your telephone is ringing. I'm Ira Glass. Thank you for being a sustaining member of public radio. Everyone has a story, and your phone's story is that it's ringing.","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.3612}",0.3612,positive,,,
S1E5,FALSE,Diane,Excuse me. Hello?,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}",0.0772,positive,,,
S1E5,FALSE,BoJack,"Hurry back, superstar. I don't think Diane's working out.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,Pinky,What? Why? Is Diane no good?,"{'neg': 0.228, 'neu': 0.415, 'pos': 0.357, 'compound': 0.3049}",0.3049,positive,,,
S1E5,FALSE,BoJack,She's too good. I don't know if Diane is damaged enough to tell my story. She's so functional.,"{'neg': 0.139, 'neu': 0.721, 'pos': 0.139, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,Pinky,"Oh, I'm so sorry, Mr.Horseman, she's too functional. Why don't I just get on the phone and call a less functional (screaming)) What are you talking about?! This is a very bad time, BoJack!","{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.7285}",-0.7285,negative,,,
S1E5,FALSE,BoJack,All right.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,Pinky,You need to promise me that your book will be on the shelves and making money by October!,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.3802}",0.3802,positive,,,
S1E5,FALSE,BoJack,All right. Jesus.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,Diane,"Uh-huh? Uh-huh. Uh-huh. Got it. Sorry, I took so long.","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.0772}",-0.0772,negative,,,
S1E5,FALSE,BoJack,Who was that? The library? Thanking you for never returning a book late?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,Diane,That was my brother Tommy. My dad just died.,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}",-0.5574,negative,,,
S1E5,FALSE,BoJack,"Oh, my God.","{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732,positive,,,
S1E5,FALSE,Diane,Did we talk about firming up the release date? I was thinking late September.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,BoJack,I am so sorry.,"{'neg': 0.443, 'neu': 0.557, 'pos': 0.0, 'compound': -0.1513}",-0.1513,negative,,,
S1E5,FALSE,Diane,"It's fine, he was old and also the worst.","{'neg': 0.318, 'neu': 0.543, 'pos': 0.14, 'compound': -0.5106}",-0.5106,negative,,,
S1E5,FALSE,Pinky,Such a terrible tragedy really puts everything in perspective. Where does that leave us as far as the book of it all?,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.8271}",-0.8271,negative,,,
S1E5,FALSE,Diane,"Not a problem. I just got to swing by Boston and give my condolences real quick. BoJack can come with me. We'll get some work done while we're there, and then that way the whole trip won't be a total waste of time.","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.5559}",0.5559,positive,,,
S1E5,FALSE,Pinky,"Great. Call me if you need anything, but hang up after one ring, and I'll call you back from the phone booth where my wife and I are living.","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.3716}",0.3716,positive,,,
S1E5,FALSE,Todd,Todd bless these scrambled eggs Eggs from the fridge Sunny side them And guide them,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.6808}",0.6808,positive,,,
S1E5,FALSE,BoJack's voice,"Todd, stop singing your dumb scrambled eggs song.","{'neg': 0.478, 'neu': 0.522, 'pos': 0.0, 'compound': -0.6705}",-0.6705,negative,,,
S1E5,FALSE,Todd,Who said that?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,BoJack's voice,"If you're wondering who said that, it's this note that you're reading. You're hearing my voice in your head, because that's how reading works.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S1E5,FALSE,Todd,"Oh, yeah.","{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.296}",0.296,positive,,,
